row_type,omega,phi,beta,eta,score,all_pass,index,normalized_distance_from_frozen
local_perturbation,0.1851846245943612,0.1624999999999998,1.0,1.7947241917263086,1.8519925972853473,True,161,0.16209717511317326
local_perturbation,0.183288811941776,0.15705745663226134,1.0,1.7397452524557184,3.151783915938964,False,162,1.5902304020699634
local_perturbation,0.19597351371593222,0.1624999999999998,1.0,1.8,2.4911685741985927,True,163,1.70391895265537
local_perturbation,0.1809434710128209,0.1624999999999998,0.9830569240909971,1.8,2.1045499718867813,True,164,0.9359932296378818
local_perturbation,0.18486658316653576,0.1624999999999998,0.9658626375186349,1.7506946396160472,2.973719224132687,False,165,1.5787270105372455
local_perturbation,0.1754904489288738,0.1624999999999998,1.0,1.8,2.553874350567227,False,166,1.7099251785210323
local_perturbation,0.19100154547758416,0.1624999999999998,0.9642596275700619,1.7626397956073907,2.326878477765431,True,167,1.637435752106818
local_perturbation,0.18185504265866587,0.16209131840724023,1.0,1.8,1.9206104211993449,True,168,0.6495564841612859
local_perturbation,0.18902388225423714,0.1624999999999998,1.0,1.7782439253612827,1.9038796413125907,True,169,0.7704284098173203
local_perturbation,0.1810221240689235,0.1624999999999998,0.9879107017408174,1.7551288547608992,3.0403830385776667,False,170,1.4137205365387906
local_perturbation,0.19419908773451747,0.13145368033562438,1.0,1.8,2.0373541239433846,True,171,2.226632925984078
local_perturbation,0.19186823385742335,0.1624999999999998,0.9920148687814075,1.7790155001715358,1.9601072072609935,True,172,1.1692171495355943
local_perturbation,0.18104425407669258,0.1519340519392615,1.0,1.8,2.1087305648322148,True,173,0.9796315455545027
local_perturbation,0.17899482685443316,0.1422970866965986,1.0,1.8,2.5065474715117424,False,174,1.5897520809746046
local_perturbation,0.18768869610137254,0.15190208708815722,1.0,1.8,1.888209545081607,True,175,0.6716081705257674
local_perturbation,0.1774072758757061,0.13939943298133592,1.0,1.8,2.8227272197611537,False,176,1.8921912381739958
local_perturbation,0.182186445921342,0.15426175316797633,1.0,1.781995275096292,2.3342176525366196,True,177,0.874542947610624
local_perturbation,0.17561544645822388,0.15614913202910807,1.0,1.7756488624922697,3.2639076623978904,False,178,1.8297896119134636
local_perturbation,0.19788010229157574,0.1624999999999998,1.0,1.7872531683432415,2.4689943086399078,True,179,2.046645088397515
local_perturbation,0.1873319023123075,0.14242552566821737,1.0,1.8,1.8737363541685734,True,180,1.1459890520836309
local_perturbation,0.1830047841617751,0.1624999999999998,1.0,1.7341318986148804,3.2076713840264883,False,181,1.7090840834124017
local_perturbation,0.18788873002493986,0.1624999999999998,0.9882601640426918,1.8,1.958728980582432,True,182,0.4894582232200272
local_perturbation,0.18191530317962873,0.15911113040061117,0.9723806279942493,1.8,2.174005340297587,True,183,1.0327794346042163
local_perturbation,0.18216052781037995,0.1624999999999998,0.9893836136858954,1.8,1.9756269501975934,True,184,0.6707486626144538
local_perturbation,0.17559977519101974,0.1524702316346427,1.0,1.8,2.769795133926617,False,185,1.7811078416465682
local_perturbation,0.1844278731800468,0.1624999999999998,1.0,1.7969079887312167,1.8531882247055333,True,186,0.23351964799448888
local_perturbation,0.18890189572923763,0.1624999999999998,0.9774435766890751,1.7681124467128584,2.2355615103129933,True,187,1.1518712968991278
local_perturbation,0.1909997761559472,0.1624999999999998,1.0,1.8,2.18062526108316,True,188,0.8749626926578685
local_perturbation,0.19034761608432293,0.1550376100781869,0.9815074521168954,1.7276521243446836,3.0420635174184905,False,189,2.0759552363469056
local_perturbation,0.18597069316912285,0.1612393594795127,1.0,1.8,1.8808750356511283,True,190,0.0791069715671789
local_perturbation,0.19429991523434,0.1624999999999998,0.9885125800975513,1.8,2.3447533561493477,True,191,1.4622954050483519
local_perturbation,0.1930388318089466,0.15559997993672245,0.9623509735948255,1.7543197872431644,2.4759028508331387,True,192,2.0208846446427664
local_perturbation,0.18786343855153276,0.1305003940229384,0.9905108055578032,1.8,2.0262711300425384,True,193,1.832483236423786
local_perturbation,0.18261083037204295,0.1624999999999998,1.0,1.8,1.8781071348137723,True,194,0.5231949379928408
local_perturbation,0.1838028222381208,0.1624999999999998,1.0,1.7363629979621513,3.0522766323955346,False,195,1.6236877767957474
local_perturbation,0.19045191568581044,0.1624999999999998,0.9679955852751504,1.7972360323476289,2.023473897238965,True,196,1.2062483775109538
local_perturbation,0.1919291511090622,0.1624999999999998,1.0,1.8,2.24161386341999,True,197,1.029858518177033
local_perturbation,0.18276929339692802,0.1624999999999998,1.0,1.7988201060787052,1.8835390833978698,True,198,0.4976593887911369
local_perturbation,0.18386345342517352,0.158801222545094,0.9825529472189569,1.7703573775833186,2.5319401953883203,True,199,0.9688939911018132
local_perturbation,0.17822703191289307,0.1409476096075976,1.0,1.8,2.667864466028044,False,200,1.7337080891025736
local_perturbation,0.18910491059545959,0.160763796992317,1.0,1.7511987378703098,2.3828136854550364,True,201,1.3455227217177197
local_perturbation,0.1894605291772047,0.1624999999999998,1.0,1.787190627332122,1.9284433477095253,True,202,0.6964159718025433
local_perturbation,0.19792102167757905,0.1624999999999998,1.0,1.8,2.6029189698066575,False,203,2.028503612929842
