times,worst_case_minimum_information_eigenvalue,median_minimum_information_eigenvalue,all_sampled_clocks_monotone
"[0.035, 0.04475814137899094, 0.09360176585269005, 0.6694467498530259, 1.0947728947252522]",5.863002969782393e-06,5.890104174131254e-06,True
"[0.035, 0.04475814137899094, 0.09360176585269005, 0.6694467498530259, 1.4]",7.422066037530048e-06,7.45992265017562e-06,True
"[0.035, 0.04475814137899094, 0.09360176585269005, 0.8560912078750774, 1.0947728947252522]",8.156260460287396e-06,8.201011288129268e-06,True
"[0.035, 0.04475814137899094, 0.09360176585269005, 0.8560912078750774, 1.4]",1.0336778807548077e-05,1.039834965005654e-05,True
"[0.035, 0.04475814137899094, 0.09360176585269005, 1.0947728947252522, 1.4]",1.369502221589877e-05,1.3790091410613135e-05,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.15307069035205895, 0.1957474171359199]",2.263902928031311e-09,2.2757174409765804e-09,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.15307069035205895, 0.25032258773548044]",7.899752893404494e-09,7.936861415123157e-09,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.15307069035205895, 0.3201135363491284]",1.8281945857133494e-08,1.8363314611443142e-08,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.15307069035205895, 0.4093624833498013]",3.557530123786202e-08,3.572808107246276e-08,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.15307069035205895, 0.5234943972864351]",6.19781781166453e-08,6.22371170267796e-08,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.15307069035205895, 0.6694467498530259]",9.894745911828687e-08,9.935130345766237e-08,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.15307069035205895, 0.8560912078750774]",1.4615984006853816e-07,1.467487984070868e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.15307069035205895, 1.0947728947252522]",2.008541490631668e-07,2.0167560103219487e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.15307069035205895, 1.4]",2.583450505564464e-07,2.594176938321006e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.1957474171359199, 0.25032258773548044]",3.150739771597892e-08,3.171122396571686e-08,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.1957474171359199, 0.3201135363491284]",8.313564941597099e-08,8.35125985860824e-08,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.1957474171359199, 0.4093624833498013]",1.5999116809638377e-07,1.6061275261493132e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.1957474171359199, 0.5234943972864351]",2.722191851680508e-07,2.7319929846035895e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.1957474171359199, 0.6694467498530259]",4.2529244353276047e-07,4.2682179838561436e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.1957474171359199, 0.8560912078750774]",6.177210899487343e-07,6.199813471186863e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.1957474171359199, 1.0947728947252522]",8.390498003130606e-07,8.422019821787648e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.1957474171359199, 1.4]",1.0717062768926888e-06,1.075848326966493e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.25032258773548044, 0.3201135363491284]",1.888780518441401e-07,1.9005790134760552e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.25032258773548044, 0.4093624833498013]",3.8495338841302965e-07,3.8638957823518813e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.25032258773548044, 0.5234943972864351]",6.448629154838732e-07,6.470636018815646e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.25032258773548044, 0.6694467498530259]",9.908588573112063e-07,9.942444756541394e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.25032258773548044, 0.8560912078750774]",1.4212769328898014e-06,1.4263028000090414e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.25032258773548044, 1.0947728947252522]",1.91489953078599e-06,1.921995015929474e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.25032258773548044, 1.4]",2.4355046173066013e-06,2.4449699544062666e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.3201135363491284, 0.4093624833498013]",7.13162220804125e-07,7.16928966088548e-07,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.3201135363491284, 0.5234943972864351]",1.2246582017513945e-06,1.2290437441294382e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.3201135363491284, 0.6694467498530259]",1.8656820731183996e-06,1.8722676127170114e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.3201135363491284, 0.8560912078750774]",2.655489552793879e-06,2.6653379125766575e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.3201135363491284, 1.0947728947252522]",3.5609568624386376e-06,3.575065138790064e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.3201135363491284, 1.4]",4.520968607385206e-06,4.540091777655482e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.4093624833498013, 0.5234943972864351]",2.0472040562550996e-06,2.0567439279824662e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.4093624833498013, 0.6694467498530259]",3.1500939598784065e-06,3.162457904179421e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.4093624833498013, 0.8560912078750774]",4.46537702986253e-06,4.483747940847546e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.4093624833498013, 1.0947728947252522]",5.97171067444299e-06,5.998307447441615e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.4093624833498013, 1.4]",7.577830043627525e-06,7.614362379826167e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.5234943972864351, 0.6694467498530259]",4.9066497582814725e-06,4.931149621415743e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.5234943972864351, 0.8560912078750774]",6.986754876509951e-06,7.01991748543853e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.5234943972864351, 1.0947728947252522]",9.332447903618462e-06,9.380437787476858e-06,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.5234943972864351, 1.4]",1.1843827388607981e-05,1.1910342741791895e-05,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.6694467498530259, 0.8560912078750774]",1.0267558199912835e-05,1.032806698481709e-05,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.6694467498530259, 1.0947728947252522]",1.3754020779649295e-05,1.3836847378938981e-05,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.6694467498530259, 1.4]",1.7463809080295073e-05,1.7578766133845967e-05,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.8560912078750774, 1.0947728947252522]",1.9179258941901945e-05,1.931928970940744e-05,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 0.8560912078750774, 1.4]",2.4404737476262782e-05,2.459259167816197e-05,True
"[0.035, 0.04475814137899094, 0.11969831626736879, 1.0947728947252522, 1.4]",3.2379532487762416e-05,3.267445091340861e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044]",1.5048648272043042e-08,1.518440832901669e-08,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284]",5.281022838826611e-08,5.3228916296315424e-08,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013]",1.1953280830978807e-07,1.204173095915375e-07,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351]",2.2474863425449035e-07,2.2633543894451294e-07,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.1957474171359199, 0.6694467498530259]",3.750636817723188e-07,3.776179929651512e-07,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.1957474171359199, 0.8560912078750774]",5.700449579373672e-07,5.73814625552385e-07,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.1957474171359199, 1.0947728947252522]",7.994729180432061e-07,8.046309884678132e-07,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.1957474171359199, 1.4]",1.0446652862539998e-06,1.0514209695166265e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.25032258773548044, 0.3201135363491284]",1.999203089107204e-07,2.0211119890624397e-07,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.25032258773548044, 0.4093624833498013]",5.153755653458902e-07,5.191635823020816e-07,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.25032258773548044, 0.5234943972864351]",9.497863721319604e-07,9.555820448733756e-07,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.25032258773548044, 0.6694467498530259]",1.5368049849650322e-06,1.545447453496913e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.25032258773548044, 0.8560912078750774]",2.275107072133145e-06,2.2878923874813876e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.25032258773548044, 1.0947728947252522]",3.129928059157437e-06,3.14783213610324e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.25032258773548044, 1.4]",4.039192973722672e-06,4.062886787490124e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013]",1.0951966790412685e-06,1.106620014790863e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351]",2.14137766562666e-06,2.1538313303302717e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.3201135363491284, 0.6694467498530259]",3.4024446439320125e-06,3.4206895247094712e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.3201135363491284, 0.8560912078750774]",4.948678714326981e-06,4.97540840246649e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.3201135363491284, 1.0947728947252522]",6.724504493812006e-06,6.7622470284612985e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.3201135363491284, 1.4]",8.614798323038256e-06,8.665481936627766e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351]",3.724063395650214e-06,3.756377182765267e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.4093624833498013, 0.6694467498530259]",6.084451424217631e-06,6.119396794230638e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.4093624833498013, 0.8560912078750774]",8.781017733152155e-06,8.831166437190118e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.4093624833498013, 1.0947728947252522]",1.185424471031299e-05,1.1925709213406481e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.4093624833498013, 1.4]",1.5134963498125489e-05,1.5232374919237233e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.5234943972864351, 0.6694467498530259]",9.601180568898485e-06,9.674525149220934e-06,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.5234943972864351, 0.8560912078750774]",1.4039231661010178e-05,1.4130324511017186e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.5234943972864351, 1.0947728947252522]",1.8906557579656432e-05,1.9035513792009677e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.5234943972864351, 1.4]",2.4105809904269264e-05,2.428323120846807e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.6694467498530259, 0.8560912078750774]",2.072482228378552e-05,2.0898453162532305e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.6694467498530259, 1.0947728947252522]",2.811305787844397e-05,2.8336790132495078e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.6694467498530259, 1.4]",3.5844663340146664e-05,3.615164694448042e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.8560912078750774, 1.0947728947252522]",3.926326739109564e-05,3.965343198120963e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 0.8560912078750774, 1.4]",5.0286302999194887e-05,5.0790191002003154e-05,True
"[0.035, 0.04475814137899094, 0.15307069035205895, 1.0947728947252522, 1.4]",6.675375072106656e-05,6.756258811900066e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284]",9.05436134668078e-08,9.193471804970676e-08,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013]",3.1280544061278136e-07,3.1693716830180036e-07,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351]",6.825897893639331e-07,6.908746425773423e-07,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259]",1.226047103673657e-06,1.2400802807785254e-06,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.25032258773548044, 0.8560912078750774]",1.944372618506447e-06,1.965659986508108e-06,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.25032258773548044, 1.0947728947252522]",2.80379562937236e-06,2.8334447038699963e-06,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.25032258773548044, 1.4]",3.7395144848279467e-06,3.777996737673655e-06,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013]",1.102847900890845e-06,1.1230463624428863e-06,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351]",2.7251316176523113e-06,2.7570083350896477e-06,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259]",4.755828354199173e-06,4.800560510915919e-06,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.3201135363491284, 0.8560912078750774]",7.269706907574978e-06,7.33292014187323e-06,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.3201135363491284, 1.0947728947252522]",1.0178984109571242e-05,1.0267700850753855e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.3201135363491284, 1.4]",1.3300269074554462e-05,1.341844271235562e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351]",5.364531878025234e-06,5.456282341317591e-06,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259]",9.939456663771123e-06,1.0029541060903519e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.4093624833498013, 0.8560912078750774]",1.4909804595313205e-05,1.503569175124279e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.4093624833498013, 1.0947728947252522]",2.052382880089672e-05,2.0699804416983334e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.4093624833498013, 1.4]",2.6517662629537924e-05,2.6754666141843785e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259]",1.6155023482416028e-05,1.6384306607184487e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.5234943972864351, 0.8560912078750774]",2.5012841664237424e-05,2.5244396290307055e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.5234943972864351, 1.0947728947252522]",3.422549979529092e-05,3.454363724979664e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.5234943972864351, 1.4]",4.399806443558603e-05,4.44302849085164e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.6694467498530259, 0.8560912078750774]",3.7205805158937183e-05,3.766879686357039e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.6694467498530259, 1.0947728947252522]",5.174486887890524e-05,5.2299386790687236e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.6694467498530259, 1.4]",6.645124206246906e-05,6.71983934569793e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.8560912078750774, 1.0947728947252522]",7.236009628415786e-05,7.335848283201905e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 0.8560912078750774, 1.4]",9.380362271756933e-05,9.503494408186637e-05,True
"[0.035, 0.04475814137899094, 0.1957474171359199, 1.0947728947252522, 1.4]",0.0001244775206458498,0.0001265116442223243,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013]",4.838531669280204e-07,4.964525690012184e-07,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351]",1.6192912580064372e-06,1.654750783556727e-06,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259]",3.3695489964690326e-06,3.4362256736784595e-06,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774]",5.74096307987404e-06,5.846811660731516e-06,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.3201135363491284, 1.0947728947252522]",8.630290116849988e-06,8.781305630016954e-06,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.3201135363491284, 1.4]",1.1833289242760722e-05,1.2032427908293444e-05,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351]",5.234275528584179e-06,5.393852699528159e-06,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259]",1.2246901638128189e-05,1.2473285456041833e-05,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774]",2.0132508151302774e-05,2.0423110716450335e-05,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.4093624833498013, 1.0947728947252522]",2.9053084447989327e-05,2.9442295710109526e-05,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.4093624833498013, 1.4]",3.860585647396731e-05,3.9126189699487134e-05,True
"[0.035, 0.04475814137899094, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259]",2.217602272189327e-05,2.2798774954958773e-05,True
